cell_id,seed_x,seed_y,centroid_x,centroid_y,centroid_lat,centroid_lon,area_px,mean_elevation_m,min_elevation_m,max_elevation_m,mean_slope_deg,ruggedness_m,coast_distance_px,coast_distance_km,traversal_score,traversal_profile,crop_x,crop_y
5661,2441,674,2442.18,674.4,22.560317,64.218254,126,1391.11,1046.66,1654.41,79.76,619.12,56.68,630.33,35.13,severe,1224.43,134.2
5662,2454,673,2452.57,673.55,22.645192,65.256731,104,1485.04,1272.18,1693.48,74.96,396.6,52.22,580.65,41.83,severe,1290.03,128.84
5663,2461,671,2461.78,671.12,22.887805,66.178049,82,1188.57,1008.63,1335.73,72.68,399.49,42.71,474.98,44.04,rough,1348.23,113.52
5664,2472,671,2473.0,673.36,22.664286,67.3,112,1181.78,893.7,1534.35,78.93,523.22,33.41,371.47,40.85,severe,1419.1,127.64
5665,2485,677,2483.31,676.58,22.341667,68.330952,84,947.66,771.08,1293.18,74.2,533.04,27.2,302.47,42.27,rough,1484.22,148.01
5666,2492,677,2493.94,676.02,22.3975,69.394167,120,1133.34,871.2,1505.25,76.36,484.25,20.43,227.15,43.2,rough,1551.38,144.49
5667,2507,675,2505.65,675.01,22.499115,70.565487,113,1455.08,997.53,2365.15,81.39,1234.3,11.65,129.56,29.04,severe,1625.37,138.07
5668,2515,673,2514.9,671.76,22.82381,71.490476,84,681.66,-61.4,1872.68,85.99,1711.12,3.57,39.69,33.93,severe,1683.8,117.56
5669,2521,677,2520.08,678.68,22.131579,72.007895,38,273.04,-102.24,1232.87,85.43,2234.71,2.47,27.49,36.3,severe,1716.48,161.29
5670,2954,674,2954.73,674.09,22.590909,115.472727,11,-660.83,-1318.41,-368.16,85.98,3921.09,1.0,11.12,37.93,severe,4462.04,132.27
5684,2253,686,2253.23,685.0,21.5,45.323404,94,275.48,-52.66,378.73,64.8,336.73,5.4,60.08,53.61,rough,30.9,201.18
5685,2265,684,2264.37,682.98,21.702299,46.436782,87,89.47,-71.78,349.5,67.41,372.25,2.37,26.39,53.76,rough,101.22,188.4
5686,2271,686,2272.1,684.88,21.512195,47.209756,82,114.12,-30.58,256.66,66.93,268.61,3.93,43.65,56.74,rough,150.05,200.41
5687,2282,685,2283.1,685.3,21.469672,48.309836,122,124.86,-12.08,243.06,64.45,251.4,5.27,58.63,57.12,rough,219.54,203.1
5688,2297,687,2296.61,686.98,21.301869,49.660748,107,-1.03,-59.65,56.9,51.47,118.98,3.33,37.04,62.08,moderate,304.87,213.7
5689,2307,681,2306.47,681.42,21.857692,50.647436,78,2.12,-33.55,37.68,34.27,74.26,7.51,83.56,63.18,moderate,367.2,178.59
5690,2314,684,2314.26,685.05,21.494737,51.426316,57,-27.09,-56.76,-0.57,34.53,89.3,2.8,31.17,63.03,moderate,416.4,201.51
5691,2321,680,2323.01,679.84,22.016418,52.301493,67,-11.41,-63.16,68.4,56.08,158.34,3.22,35.75,60.86,moderate,471.68,168.56
5692,2334,682,2332.77,682.22,21.77766,53.276596,94,28.37,-54.22,92.98,49.83,151.28,5.42,60.31,60.77,moderate,533.28,183.64
5693,2346,684,2344.94,683.93,21.606818,54.494318,88,8.48,-117.9,115.6,63.67,249.87,2.07,22.98,58.04,moderate,610.2,194.43
5694,2356,682,2355.33,681.71,21.828571,55.533333,42,100.97,-119.57,303.23,78.92,527.38,2.04,22.73,48.89,rough,675.83,180.43
5695,2363,680,2363.44,680.12,21.987719,56.34386,57,274.28,-131.15,444.82,75.1,516.81,3.9,43.41,48.12,rough,727.03,170.37
5696,2371,682,2372.1,682.72,21.728155,57.209709,103,273.3,-73.4,507.52,73.61,462.93,4.51,50.14,49.76,rough,781.72,186.77
5697,2387,685,2387.39,684.77,21.523469,58.738776,98,383.68,220.39,541.98,68.13,338.53,15.8,175.73,52.26,rough,878.31,199.7
5698,2396,685,2394.88,685.5,21.45,59.4875,80,278.53,159.29,416.39,68.86,281.09,22.14,246.25,54.21,rough,925.6,204.34
5699,2401,685,2402.47,685.0,21.5,60.246988,83,233.53,156.07,457.42,57.6,262.54,27.96,310.89,54.65,rough,973.58,201.18
5700,2416,683,2414.13,682.84,21.716279,61.412791,86,230.19,172.98,327.31,62.96,198.0,35.19,391.27,56.2,rough,1047.22,187.52
5701,2421,681,2421.26,680.96,21.904348,62.126087,69,296.9,209.31,387.64,63.82,213.87,40.29,448.01,54.99,rough,1092.28,175.64
5702,2431,686,2431.76,686.15,21.385124,63.176033,121,331.53,86.24,1215.13,73.65,705.61,41.72,463.96,39.4,severe,1158.6,208.44
5703,2446,687,2444.51,685.07,21.493137,64.45098,102,1314.34,346.52,1682.59,81.94,975.45,51.4,571.58,27.18,severe,1239.13,201.61
5704,2454,685,2453.8,683.67,21.632967,65.38022,91,1482.73,1236.16,1771.73,76.38,524.89,54.55,606.54,37.69,severe,1297.83,192.78
5705,2463,681,2464.19,681.27,21.872656,66.41875,128,1057.62,788.96,1397.55,77.97,471.35,45.06,501.01,42.38,rough,1363.43,177.64
5706,2477,686,2475.62,684.2,21.58,67.561818,110,916.14,672.37,1220.33,77.54,486.15,38.01,422.69,43.19,rough,1435.64,196.13
5707,2486,684,2485.2,684.23,21.576786,68.519643,56,808.58,656.17,1120.72,76.54,503.99,31.95,355.24,43.64,rough,1496.14,196.33
5708,2491,686,2492.53,686.59,21.340909,69.253409,88,1091.99,691.7,1348.07,79.3,581.1,27.62,307.09,39.94,severe,1542.49,211.23
5709,2505,685,2503.92,684.06,21.594393,70.391589,107,1670.77,997.82,2980.95,84.13,1374.14,16.77,186.45,27.48,severe,1614.39,195.22
5710,2516,684,2515.42,683.67,21.633333,71.541667,84,1989.15,655.83,2669.2,86.65,2158.82,8.52,94.72,26.24,severe,1687.03,192.76
5711,2524,687,2523.62,687.46,21.253846,72.361538,65,721.78,-31.17,1555.49,86.8,1980.42,3.34,37.11,33.72,severe,1738.82,216.73
5712,2954,689,2954.4,689.8,21.02,115.44,5,-593.8,-729.9,-426.13,87.56,4223.54,1.0,11.12,37.93,severe,4459.97,231.5
5733,2254,694,2252.86,694.24,20.575714,45.285714,70,216.61,-48.39,364.14,73.42,431.13,4.64,51.58,51.06,rough,28.51,259.57
5734,2266,693,2267.21,692.61,20.739286,46.721429,56,0.04,-78.8,118.63,64.51,275.37,2.06,22.85,57.3,rough,119.21,249.23
5735,2277,694,2277.04,693.72,20.627778,47.704167,72,54.71,-66.93,206.85,69.14,244.98,2.3,25.58,57.92,rough,181.28,256.28
5736,2285,697,2285.47,695.98,20.402247,48.547191,89,56.05,-65.11,142.62,60.24,259.93,4.02,44.71,57.33,rough,234.53,270.52
5737,2295,697,2295.36,696.89,20.311304,49.535652,115,42.73,-46.27,223.87,61.8,255.28,3.84,42.7,57.56,rough,296.97,276.27
5738,2307,691,2305.68,691.85,20.814943,50.567816,87,19.13,-47.79,59.89,48.19,125.09,5.39,59.9,61.64,moderate,362.17,244.45
5739,2313,692,2314.62,692.1,20.790411,51.461644,73,-24.78,-54.66,-0.56,38.79,91.43,4.15,46.2,62.88,moderate,418.63,246.0
5740,2326,692,2324.94,692.55,20.744554,52.494059,101,18.84,-44.37,56.54,43.39,112.5,4.82,53.59,62.07,moderate,483.85,248.9
5741,2335,691,2335.87,691.68,20.831579,53.587368,95,24.53,-50.45,98.81,63.82,168.04,2.45,27.22,60.47,moderate,552.91,243.4
5742,2346,697,2345.16,696.84,20.315504,54.515504,129,102.62,-13.22,147.24,50.51,154.37,5.84,64.98,60.23,moderate,611.54,276.0
5743,2357,693,2355.9,692.9,20.709722,55.590278,72,87.3,-107.68,152.19,55.68,256.48,3.61,40.14,57.29,rough,679.43,251.1
5744,2365,693,2364.15,693.85,20.614754,56.414754,61,10.28,-134.15,126.1,67.77,277.36,2.2,24.49,57.17,rough,731.51,257.1
5745,2371,694,2372.75,693.87,20.612658,57.274684,79,69.88,-61.57,222.18,71.62,303.45,2.7,30.05,55.99,rough,785.83,257.23
5746,2382,691,2381.83,691.93,20.806818,58.183333,132,248.27,84.02,546.14,71.32,394.51,8.45,93.94,51.77,rough,843.22,244.97
5747,2397,697,2396.46,696.25,20.37479,59.646218,119,498.99,385.4,655.9,64.74,264.48,15.51,172.51,53.93,rough,935.63,272.26
5748,2407,693,2407.38,693.68,20.631783,60.737984,129,347.81,240.33,467.36,58.3,199.5,22.59,251.18,56.33,rough,1004.59,256.02
5749,2417,691,2415.63,692.0,20.8,61.563014,73,307.67,212.3,378.11,55.62,155.9,27.96,310.93,57.56,rough,1056.71,245.4
5750,2421,692,2422.43,693.3,20.669792,62.242708,96,265.28,156.99,333.1,57.77,177.22,30.32,337.19,56.97,rough,1099.64,253.62
5751,2433,696,2433.45,695.83,20.416529,63.344628,121,126.87,75.65,248.91,55.96,305.98,36.04,400.73,53.36,rough,1169.25,269.62
5752,2446,693,2445.54,694.08,20.592105,64.553509,114,741.56,154.13,1482.95,84.11,1147.21,46.11,512.79,30.75,severe,1245.61,258.53
5753,2456,693,2455.13,693.43,20.656667,65.513333,60,1401.85,1056.14,1624.38,79.7,748.39,50.36,559.96,31.47,severe,1306.24,254.45
5754,2461,692,2463.12,692.5,20.750442,66.311504,113,1270.77,880.32,1553.36,79.42,678.67,50.74,564.27,34.35,severe,1356.66,248.53
5755,2475,693,2472.96,694.12,20.5875,67.296429,112,1066.76,750.56,1397.6,78.02,568.74,47.01,522.7,39.17,severe,1418.87,258.82
5756,2482,692,2483.16,692.92,20.708434,68.315663,83,760.35,627.15,956.97,75.79,442.04,38.77,431.16,45.39,rough,1483.25,251.18
5757,2494,696,2492.82,695.7,20.430108,69.28172,93,789.08,644.67,1008.15,75.95,402.33,32.58,362.27,46.87,rough,1544.28,268.76
5758,2502,694,2502.26,694.22,20.577551,70.22551,98,990.41,661.0,1596.11,79.84,1024.57,24.43,271.65,30.8,severe,1603.89,259.45
5759,2511,691,2511.21,692.35,20.765347,71.120792,101,1906.16,1092.14,2879.6,86.52,1744.29,16.2,180.13,26.2,severe,1660.45,247.59
5760,2521,695,2520.83,695.87,20.412931,72.082759,116,1141.48,498.2,1808.14,84.8,1440.1,10.06,111.88,30.91,severe,1721.21,269.85
5761,2534,693,2530.92,694.9,20.509804,73.092157,51,101.16,-137.72,581.95,81.12,1715.48,2.26,25.18,37.28,severe,1784.97,263.73
5762,2544,697,2544.0,697.5,20.25,74.4,2,-167.78,-223.96,-111.6,84.33,3279.14,1.0,11.12,37.93,severe,1867.59,280.14
5763,2949,699,2949.5,699.0,20.1,114.95,2,-488.0,-542.44,-433.55,85.66,4225.1,1.0,11.12,37.93,severe,4429.02,289.61
5764,2952,696,2951.5,696.5,20.35,115.15,2,-736.48,-874.61,-598.35,88.21,4316.19,1.0,11.12,37.93,severe,4441.65,273.82
5785,2256,701,2254.54,701.75,19.825352,45.453521,71,153.97,-124.64,298.41,76.97,447.72,2.95,32.77,51.01,rough,39.11,306.96
5786,2267,707,2266.81,708.37,19.162903,46.680645,62,90.51,-66.94,303.66,74.59,434.8,2.68,29.83,51.78,rough,116.63,348.81
5787,2274,703,2273.83,702.35,19.765217,47.382609,23,-57.66,-106.75,21.88,52.91,202.69,1.07,11.92,59.62,moderate,160.97,310.76
5788,2286,706,2286.61,704.78,19.521569,48.660784,51,154.29,-86.11,405.12,80.39,527.12,3.07,34.16,48.53,rough,241.71,326.15
5789,2294,707,2294.38,707.02,19.297561,49.437805,82,305.99,110.26,430.66,73.86,455.86,5.41,60.15,49.74,rough,290.79,340.3
5790,2303,705,2301.22,703.68,19.631707,50.121951,41,-0.25,-80.95,128.83,70.4,365.29,1.52,16.86,54.53,rough,334.01,319.2
5791,2315,701,2315.87,701.43,19.857377,51.586885,61,-20.81,-80.37,16.11,47.37,150.05,2.7,30.08,61.15,moderate,426.54,304.94
5792,2321,703,2321.61,703.72,19.627835,52.160825,97,0.89,-80.91,60.65,46.15,124.84,5.0,55.55,61.78,moderate,462.8,319.44
5793,2331,702,2332.13,702.65,19.735211,53.21338,142,105.93,33.26,156.86,48.89,129.18,8.74,97.15,60.8,moderate,529.28,312.66
5794,2346,707,2346.1,707.02,19.298077,54.609615,104,146.1,49.74,250.26,52.5,150.57,12.23,135.97,59.68,moderate,617.48,340.27
5795,2355,701,2355.02,701.79,19.821429,55.502041,98,155.9,28.25,266.17,61.26,211.94,8.86,98.55,57.94,rough,673.85,307.21
5796,2364,705,2363.7,705.06,19.494393,56.370093,107,195.75,-31.25,330.91,73.34,383.87,4.02,44.67,52.69,rough,728.69,327.87
5797,2374,705,2372.16,705.48,19.451613,57.216129,62,101.44,-96.55,243.16,77.72,521.4,2.1,23.31,49.07,rough,782.13,330.57
5798,2385,704,2384.73,701.83,19.816667,58.473077,78,330.46,-39.0,593.05,80.7,806.55,4.06,45.14,38.78,severe,861.52,307.51
5799,2393,704,2392.84,703.85,19.615294,59.283529,85,608.14,429.24,712.79,65.61,464.56,7.79,86.66,47.61,rough,912.72,320.23
5800,2403,707,2403.36,705.84,19.415534,60.335922,103,344.63,211.69,513.07,68.45,318.18,10.03,111.51,53.49,rough,979.2,332.85
5801,2415,706,2414.88,704.84,19.515909,61.487879,132,245.14,157.66,295.85,47.21,130.61,16.79,186.67,59.44,moderate,1051.96,326.51
5802,2426,705,2425.28,703.77,19.62268,62.527835,97,236.95,166.32,308.26,59.15,149.86,24.74,275.08,58.36,moderate,1117.65,319.77
5803,2434,706,2434.43,705.97,19.403448,63.442529,87,192.3,102.67,303.86,68.35,192.53,31.35,348.56,56.84,rough,1175.43,333.61
5804,2444,705,2444.33,704.7,19.529687,64.432813,128,166.09,80.05,494.54,62.86,394.27,37.16,413.18,50.32,rough,1237.99,325.64
5805,2456,703,2455.61,703.03,19.696694,65.561157,121,580.86,252.3,1190.09,81.7,836.14,41.39,460.26,33.96,severe,1309.26,315.09
5806,2465,707,2465.29,705.02,19.498148,66.528704,108,900.62,470.44,1388.29,79.23,724.98,43.78,486.83,35.46,severe,1370.38,327.63
5807,2476,706,2474.38,705.09,19.491139,67.437975,79,1229.97,923.28,1443.32,78.74,592.45,48.75,542.11,37.4,severe,1427.81,328.07
5808,2481,703,2482.69,702.27,19.773267,68.269307,101,842.76,614.8,1389.54,75.45,623.31,44.56,495.47,38.9,severe,1480.33,310.25
5809,2496,703,2495.24,703.42,19.657778,69.524444,90,768.16,607.3,997.95,72.69,352.35,35.29,392.4,48.36,rough,1559.61,317.55
5810,2504,706,2503.63,705.56,19.443902,70.363415,82,883.1,566.62,1507.48,81.04,935.21,28.61,318.09,31.13,severe,1612.61,331.06
5811,2511,706,2512.29,704.54,19.545946,71.228829,111,1648.63,843.65,2452.47,85.3,1600.25,20.29,225.6,27.37,severe,1667.27,324.61
5812,2525,705,2524.88,704.75,19.525397,72.488095,126,912.93,474.7,1370.13,84.05,1243.18,8.23,91.53,32.32,severe,1746.82,325.91
5813,2537,704,2534.36,703.44,19.655556,73.435556,45,110.84,-233.81,617.14,78.98,1168.15,1.38,15.36,37.28,severe,1806.66,317.69
5814,2544,704,2544.56,705.5,19.45,74.45625,16,-17.55,-112.63,40.41,69.83,600.99,1.0,11.12,47.24,rough,1871.14,330.67
5815,2566,706,2566.5,707.0,19.3,76.65,4,-83.22,-88.83,-78.15,38.83,186.31,1.0,11.12,60.14,moderate,2009.71,340.15
5816,2574,709,2576.6,710.7,18.93,77.66,10,-47.91,-92.36,64.1,59.76,480.84,1.04,11.58,50.97,rough,2073.51,363.52
5817,2583,706,2583.2,707.0,19.3,78.32,5,-138.67,-212.13,-44.16,80.86,2822.19,1.0,11.12,37.93,severe,2115.2,340.15
5818,2591,708,2592.0,709.25,19.075,79.2,4,-187.65,-251.41,-111.64,85.62,3801.31,1.0,11.12,37.93,severe,2170.79,354.36
5819,2946,707,2947.12,707.38,19.2625,114.7125,8,-439.76,-745.71,-209.37,86.71,3186.48,1.0,11.12,37.93,severe,4414.02,342.52
5845,2257,711,2256.39,711.84,18.815702,45.638843,121,173.69,-7.34,338.78,66.86,288.84,5.46,60.67,55.67,rough,50.82,370.74
5846,2267,715,2265.77,715.39,18.460606,46.577273,66,100.9,29.56,206.06,65.84,228.34,6.08,67.64,57.92,rough,110.1,393.17
5847,2272,717,2273.7,716.65,18.334783,47.369565,92,89.87,-87.54,222.32,68.15,288.94,3.84,42.74,56.25,rough,160.15,401.12
5848,2288,713,2289.77,712.97,18.703226,48.977419,31,84.81,-75.0,327.89,82.36,639.46,2.22,24.74,45.48,rough,261.71,377.85
5849,2296,717,2296.07,716.53,18.347222,49.606944,72,81.36,-135.08,321.16,79.59,552.14,2.12,23.58,48.22,rough,301.48,400.33
5850,2309,715,2306.92,716.9,18.31,50.692,50,32.28,-54.8,95.43,58.52,276.3,2.82,31.33,57.03,rough,370.02,402.68
5851,2312,716,2312.15,718.91,18.108824,51.214706,34,6.29,-69.91,67.68,61.78,208.08,2.96,32.9,59.29,moderate,403.03,415.39
5852,2326,715,2327.27,712.31,18.768889,52.726667,45,5.07,-62.52,73.72,67.28,249.67,2.48,27.59,58.04,moderate,498.54,373.7
5853,2332,717,2332.76,715.76,18.423684,53.276316,76,85.74,10.2,112.95,40.03,150.75,5.43,60.38,60.47,moderate,533.26,395.5
5854,2341,713,2341.24,713.61,18.6392,54.124,125,143.15,43.91,296.03,51.85,186.53,8.88,98.69,58.8,moderate,586.81,381.89
5855,2356,715,2354.9,713.36,18.66383,55.490426,94,181.45,-27.04,302.83,64.08,302.02,6.21,69.1,55.17,rough,673.12,380.33
5856,2365,716,2365.0,716.22,18.378205,56.5,78,198.51,-52.71,362.43,74.97,412.21,3.06,34.04,51.86,rough,736.89,398.38
5857,2373,717,2371.41,718.03,18.197436,57.141026,39,130.97,-75.18,364.72,82.8,642.72,1.91,21.25,45.14,rough,777.38,409.79
