cell_id,seed_x,seed_y,centroid_x,centroid_y,centroid_lat,centroid_lon,area_px,mean_elevation_m,min_elevation_m,max_elevation_m,mean_slope_deg,ruggedness_m,coast_distance_px,coast_distance_km,traversal_score,traversal_profile
57,109,47,109.39,46.76,23.944601,46.566025,772,124.34,-50.93,384.3,53.0,253.78,14.51,25.39,52.61,rough
58,134,51,137.81,48.91,23.910519,47.015935,1053,245.01,3.34,443.09,49.82,190.16,40.93,71.63,51.97,rough
59,174,51,170.97,46.85,23.943154,47.540908,1075,287.43,71.65,446.7,46.62,163.93,73.52,128.65,50.07,rough
60,201,54,204.54,50.53,23.885007,48.072309,1055,335.08,238.4,391.44,31.99,78.89,106.96,187.18,51.46,rough
61,243,55,242.17,54.11,23.82819,48.668131,1087,307.57,243.81,364.99,23.98,55.96,138.25,241.94,55.8,rough
62,276,54,275.87,50.29,23.888712,49.201626,815,243.62,170.05,330.09,30.44,78.17,142.93,250.13,52.12,rough
63,309,48,307.02,47.39,23.934584,49.694644,999,161.06,81.4,206.7,24.22,57.31,145.1,253.92,56.38,rough
64,329,40,332.57,42.14,24.017776,50.099185,1069,134.1,73.47,174.5,22.15,52.12,153.83,269.19,60.17,moderate
65,364,43,364.66,45.23,23.968812,50.607262,1485,135.14,103.35,168.23,13.59,29.88,148.85,260.49,75.11,easy
66,408,41,405.22,46.47,23.949209,51.24936,1224,168.33,140.25,197.32,14.24,30.12,133.73,234.04,73.8,easy
67,434,38,437.63,38.41,24.076855,51.762481,1114,177.1,153.76,207.2,14.49,30.75,137.75,241.07,73.3,easy
68,471,56,467.59,50.43,23.886589,52.236704,866,195.74,165.43,221.57,13.57,29.16,127.39,222.93,74.74,easy
69,492,40,490.79,41.9,24.021612,52.603942,894,210.28,164.51,239.96,15.59,32.79,140.52,245.92,71.17,moderate
70,527,45,525.61,45.67,23.961925,53.155149,974,249.92,217.33,284.04,14.9,31.77,134.69,235.7,72.08,easy
71,553,40,554.06,40.53,24.043203,53.605547,1069,282.88,227.51,323.37,17.11,40.53,121.06,211.85,67.87,moderate
72,585,50,584.13,48.57,23.916009,54.081632,960,277.79,238.74,322.57,18.84,43.95,100.03,175.05,64.93,moderate
73,616,53,617.0,47.55,23.932097,54.60201,1039,330.58,263.81,415.02,26.85,67.72,94.01,164.51,51.89,rough
74,650,56,649.79,53.49,23.838046,55.121138,1389,420.64,351.72,492.8,28.01,65.06,92.68,162.2,51.36,rough
75,682,40,679.73,43.85,23.990736,55.595055,1114,470.38,425.07,522.81,18.87,42.38,114.07,199.63,63.61,moderate
76,719,48,716.81,46.52,23.948501,56.182054,980,474.62,449.23,508.49,17.24,36.68,134.71,235.75,66.47,moderate
77,745,45,749.69,43.95,23.989046,56.702573,1332,470.39,379.4,528.09,22.19,54.07,149.81,262.17,57.71,rough
78,790,56,787.38,49.4,23.902821,57.2993,1038,419.71,380.06,479.8,20.32,45.68,153.22,268.13,61.45,moderate
79,821,48,820.52,48.2,23.921847,57.823965,1126,436.45,398.11,466.73,15.35,32.9,166.49,291.36,70.0,moderate
80,851,51,851.85,47.76,23.928793,58.31995,880,421.0,373.78,470.96,15.83,37.61,180.32,315.56,69.14,moderate
81,885,56,883.22,55.77,23.801925,58.816485,788,352.88,288.48,395.69,23.23,53.8,191.16,334.53,56.81,rough
82,904,50,906.58,50.83,23.880151,59.186346,867,288.61,228.47,347.08,23.12,57.27,209.44,366.53,57.31,rough
83,937,53,937.08,53.33,23.840603,59.669141,1091,232.17,184.1,397.03,28.45,80.96,226.7,396.73,52.1,rough
84,973,48,971.1,46.0,23.956718,60.207804,1069,381.42,329.69,474.43,20.65,62.4,255.53,447.17,60.57,moderate
85,1004,55,1006.04,53.25,23.841851,60.760927,1091,399.13,313.42,499.84,34.15,96.84,277.1,484.92,50.38,rough
86,1045,47,1042.43,47.07,23.939684,61.336976,1343,274.72,233.29,419.34,19.23,56.07,310.09,542.66,63.88,moderate
87,1075,54,1073.86,52.92,23.847135,61.834512,906,357.43,243.05,562.9,46.64,168.19,333.24,583.17,48.15,rough
88,1103,45,1102.12,44.76,23.976232,62.281912,1028,425.92,229.07,866.81,58.64,269.86,361.8,633.16,44.08,rough
89,1130,50,1132.26,47.68,23.929991,62.759009,935,422.72,158.22,889.27,63.89,337.34,383.61,671.31,41.71,severe
90,1175,52,1172.87,51.55,23.868873,63.401954,1295,728.17,364.43,1169.17,66.36,338.22,401.09,701.91,39.57,severe
91,1205,51,1205.72,49.71,23.897887,63.92207,1224,1200.69,730.78,1869.28,73.58,575.6,408.36,714.63,27.9,severe
92,1240,50,1237.34,52.05,23.860902,64.422662,965,1568.78,1094.52,2011.47,74.23,586.61,382.1,668.68,24.96,extreme
93,1262,45,1264.99,45.34,23.967103,64.860341,1008,1571.8,874.03,2046.78,76.06,619.82,353.92,619.36,23.77,extreme
94,1299,49,1296.64,47.26,23.936644,65.361306,1139,1531.29,1094.15,2105.8,75.34,613.2,322.68,564.68,24.28,extreme
95,1326,53,1329.25,48.92,23.910511,65.877687,1165,1457.25,943.1,1900.61,72.43,504.1,290.54,508.44,28.65,severe
96,1368,54,1366.94,50.73,23.881751,66.474292,1066,1145.39,851.76,1509.48,65.38,351.89,253.55,443.72,36.2,severe
97,1394,41,1392.88,41.97,24.020474,66.884958,1064,1346.64,855.11,1730.97,68.95,384.61,226.65,396.64,33.65,severe
98,1421,38,1421.91,42.0,24.019983,67.344515,841,1326.92,1009.23,1635.59,65.08,338.29,197.89,346.31,35.42,severe
99,1460,50,1454.26,50.06,23.892401,67.856728,865,1125.7,827.24,1535.56,63.79,349.35,167.79,293.64,36.42,severe
100,1478,51,1484.33,50.7,23.882322,68.332709,1081,1154.27,810.22,1612.52,72.62,512.85,139.13,243.48,30.44,severe
101,1524,51,1521.03,50.96,23.878091,68.913727,1322,971.3,706.18,1387.69,70.75,433.25,104.79,183.38,34.52,severe
102,1559,45,1556.56,46.6,23.947201,69.476207,780,1143.06,774.56,1635.9,75.52,566.1,71.11,124.44,30.11,severe
103,1580,47,1581.84,43.96,23.988961,69.876417,841,1174.17,482.56,1679.5,73.9,602.55,49.47,86.58,30.28,severe
104,1606,55,1607.15,51.25,23.873533,70.277066,901,1227.48,358.43,1712.21,77.37,769.72,42.48,74.34,24.55,extreme
105,1645,40,1642.71,40.35,24.046088,70.840041,1228,956.76,170.87,1795.28,78.26,812.59,21.88,38.28,26.51,severe
106,1676,56,1674.9,55.64,23.804089,71.349574,866,1353.65,84.63,2183.01,80.79,1114.5,18.56,32.48,23.76,extreme
107,1701,53,1697.02,51.96,23.862327,71.699819,581,426.74,-60.95,1746.92,75.77,947.81,8.77,15.35,30.93,severe
108,23,87,18.69,83.09,23.369475,45.130256,1013,-4.37,-63.18,107.58,27.95,81.23,12.33,21.58,59.77,moderate
109,47,72,46.84,72.18,23.542245,45.575865,840,97.52,-45.83,232.05,33.89,90.85,23.19,40.58,57.88,rough
110,76,86,78.72,83.38,23.364974,46.080568,1125,261.56,151.86,383.25,27.65,71.72,34.38,60.16,56.55,rough
111,120,78,116.15,80.45,23.411336,46.673019,1169,316.39,41.18,445.21,41.22,132.76,39.36,68.88,53.62,rough
112,148,81,148.7,80.04,23.417806,47.188428,872,350.31,84.01,460.35,43.77,147.62,61.18,107.06,51.17,rough
113,176,75,174.65,79.08,23.433025,47.599139,823,300.74,169.85,411.33,41.45,117.57,83.61,146.31,50.83,rough
114,198,77,200.84,80.43,23.411564,48.013868,877,331.92,234.0,412.09,31.25,86.56,108.51,189.89,51.21,rough
115,236,82,235.05,82.4,23.380487,48.555325,1121,343.99,286.19,415.74,26.34,62.24,120.11,210.19,51.99,rough
116,279,71,274.01,75.51,23.489515,49.172179,734,244.96,100.84,345.72,39.54,107.63,118.1,206.67,51.07,rough
117,296,75,298.99,77.16,23.463343,49.567605,824,120.34,39.07,219.33,34.62,85.81,114.99,201.23,52.7,rough
118,328,88,330.3,84.89,23.341067,50.06327,1403,110.47,35.16,147.39,15.15,35.38,112.06,196.1,72.5,easy
119,373,83,367.24,80.43,23.411596,50.648067,1195,142.56,108.65,169.21,10.34,22.77,116.16,203.28,80.67,easy
120,390,87,395.1,81.26,23.398483,51.089186,948,151.16,99.14,187.25,11.94,28.87,103.9,181.82,77.76,easy
121,438,74,435.29,75.84,23.484208,51.725336,1488,181.93,150.79,211.38,11.39,24.53,100.59,176.03,78.61,easy
122,471,71,467.9,78.03,23.44957,52.241663,796,183.13,149.98,217.15,12.13,27.84,100.13,175.23,77.26,easy
123,492,78,493.5,81.81,23.389784,52.646904,1161,193.56,145.28,234.9,13.46,30.96,103.05,180.34,74.87,easy
124,525,76,524.25,76.22,23.478261,53.13363,1059,233.34,189.04,268.2,15.15,33.07,113.25,198.19,71.74,moderate
125,556,81,556.48,80.36,23.412746,53.643962,1158,258.67,199.84,299.0,18.84,44.39,89.06,155.86,65.12,moderate
126,588,75,587.0,79.03,23.433819,54.127048,987,295.92,221.39,329.39,21.63,53.08,71.22,124.63,61.33,moderate
127,616,75,619.17,78.27,23.445733,54.636438,1030,291.17,57.92,493.67,49.57,177.06,63.63,111.35,50.34,rough
128,663,88,658.57,86.12,23.321564,55.260078,1126,432.58,284.82,499.15,36.08,95.97,67.06,117.36,51.97,rough
129,695,82,694.05,79.92,23.41972,55.821795,1048,477.02,397.78,538.47,28.01,69.37,95.81,167.67,50.81,rough
130,719,75,719.86,76.72,23.470342,56.230351,887,492.48,411.73,574.37,34.94,89.1,113.81,199.16,50.01,rough
131,747,82,750.31,82.85,23.373229,56.712462,1319,506.62,443.13,584.31,29.72,75.1,111.7,195.48,50.41,rough
132,788,70,783.57,75.83,23.484493,57.239029,1008,461.47,405.75,550.36,31.66,77.59,127.15,222.51,50.63,rough
133,812,87,812.01,84.56,23.346242,57.689209,994,426.54,367.84,486.43,28.93,70.07,129.72,227.02,51.14,rough
134,851,73,847.57,75.63,23.487664,58.252152,955,436.65,392.87,474.64,15.95,38.78,154.27,269.98,68.79,moderate
135,876,80,878.01,82.73,23.375208,58.734108,962,380.84,321.51,417.52,21.45,47.47,166.77,291.85,59.79,moderate
136,917,87,917.26,85.8,23.326548,59.355352,1169,241.56,187.87,329.59,24.92,61.81,189.49,331.6,54.5,rough
137,951,83,949.29,82.23,23.383147,59.862499,942,237.52,180.62,502.77,34.65,119.23,214.89,376.06,50.71,rough
138,979,75,980.86,77.3,23.461118,60.362308,967,455.65,212.13,622.73,48.89,168.22,242.52,424.41,47.47,rough
139,1015,83,1012.2,83.79,23.358473,60.858399,999,294.18,157.16,482.94,37.84,128.47,264.56,462.98,49.99,rough
140,1037,87,1041.27,85.61,23.329547,61.318561,1111,214.34,157.33,310.79,21.73,59.1,288.76,505.33,60.06,moderate
141,1080,78,1077.63,81.39,23.396351,61.894284,1137,292.65,226.02,450.45,34.76,111.84,322.61,564.58,50.59,rough
142,1108,85,1107.52,83.69,23.35992,62.367483,939,526.44,175.91,811.12,65.21,361.21,341.28,597.24,40.15,severe
143,1135,71,1137.78,73.57,23.520147,62.8465,1010,309.96,127.72,617.72,54.38,223.01,365.1,638.93,46.54,rough
144,1169,87,1168.09,84.15,23.352662,63.326256,1034,605.47,277.58,975.27,61.58,277.6,369.9,647.33,42.56,rough
145,1205,88,1200.12,85.41,23.332687,63.833369,808,1048.53,622.68,1768.0,73.25,542.72,384.48,672.83,30.12,severe
146,1222,87,1226.37,84.66,23.344568,64.248969,905,1510.45,934.61,2002.58,74.96,591.36,392.51,686.89,25.2,extreme
147,1259,81,1261.07,80.87,23.404692,64.798277,1316,1634.34,1111.14,2077.48,68.24,433.38,363.04,635.32,29.93,severe
148,1303,79,1297.87,79.12,23.432365,65.380851,956,1386.65,984.97,1823.75,72.79,487.28,326.64,571.62,29.74,severe
149,1324,80,1326.52,80.13,23.416394,65.834347,732,1296.0,1076.67,1606.45,61.55,271.32,298.92,523.11,38.0,severe
150,1359,74,1356.68,75.24,23.493777,66.311823,883,1128.2,914.85,1359.88,61.0,273.96,268.5,469.88,39.07,severe
151,1388,88,1390.13,85.64,23.32906,66.841458,1016,991.87,783.26,1438.88,61.2,303.03,239.36,418.88,38.99,severe
152,1419,74,1420.48,73.63,23.519253,67.321805,1326,1237.3,786.29,1754.69,68.06,398.23,206.83,361.95,33.92,severe
153,1460,78,1457.08,77.22,23.462376,67.901306,881,1338.9,815.33,1701.64,71.48,476.26,173.64,303.87,30.46,severe
154,1486,88,1488.26,82.95,23.371766,68.394836,853,1390.43,764.77,1732.07,73.14,515.85,148.16,259.28,28.7,severe
155,1522,85,1519.23,82.75,23.374945,68.885267,950,1085.18,744.39,1524.63,74.73,539.51,122.2,213.85,29.98,severe
156,1550,77,1550.16,76.18,23.478947,69.3748,916,1192.8,777.92,1698.9,73.07,513.7,94.43,165.25,30.15,severe
157,1581,76,1583.03,77.93,23.451113,69.89521,1030,1398.25,897.94,1835.68,73.45,517.1,76.24,133.42,29.67,severe
158,1619,71,1620.91,75.21,23.494252,70.494806,1158,1284.09,671.74,1742.56,71.66,511.72,59.09,103.41,31.99,severe
159,1656,76,1653.98,75.96,23.482339,71.018404,1012,1132.24,417.09,1770.04,78.29,789.21,40.12,70.21,24.7,extreme
160,1688,88,1684.89,87.76,23.295522,71.507789,799,590.27,49.76,1555.04,77.13,760.32,22.05,38.6,30.88,severe
161,1707,84,1703.56,86.93,23.308742,71.803319,357,5.13,-61.62,369.81,49.35,270.2,5.47,9.58,53.55,rough
162,14,112,13.81,119.64,22.790935,45.05298,719,74.6,-64.25,315.38,53.84,203.9,8.4,14.71,55.19,rough
163,48,103,49.34,107.29,22.986383,45.615363,1039,79.6,-61.36,181.2,40.28,132.6,11.18,19.56,57.46,rough
164,82,112,82.63,113.25,22.89198,46.142382,1127,258.52,72.21,398.51,34.55,96.11,36.3,63.52,55.56,rough
165,118,118,116.37,115.76,22.852311,46.676525,1069,343.19,286.48,418.53,32.61,79.53,56.52,98.9,53.99,rough
166,147,108,148.89,109.16,22.956771,47.191411,1061,418.67,347.88,467.12,27.52,65.17,76.39,133.68,52.43,rough
167,183,119,181.41,119.11,22.79925,47.70625,1214,355.43,234.88,463.19,32.89,88.37,92.29,161.5,50.98,rough
168,208,112,210.42,111.42,22.921033,48.165415,1130,243.98,161.53,378.76,41.4,116.03,105.03,183.79,50.78,rough
169,248,110,243.44,111.87,22.913861,48.688227,789,278.8,150.36,355.21,32.85,88.0,90.57,158.5,51.53,rough
170,262,106,266.03,102.49,23.062373,49.045879,817,291.47,169.96,363.03,29.48,88.82,92.82,162.44,51.41,rough
171,297,111,299.09,111.54,22.919095,49.569192,1259,43.32,-0.06,227.9,22.19,65.82,80.88,141.54,60.96,moderate
172,340,117,338.95,115.52,22.856067,50.200206,1120,65.6,9.45,124.35,14.08,34.94,86.65,151.64,74.85,easy
173,375,118,372.63,115.42,22.857598,50.733448,843,77.41,38.15,126.1,15.86,37.58,83.18,145.57,72.0,easy
174,402,105,406.87,105.64,23.0125,51.275444,1022,121.99,65.13,178.76,13.56,32.12,77.01,134.76,76.18,easy
175,439,117,435.18,112.71,22.900589,51.723684,935,115.53,69.53,161.45,12.37,29.27,63.7,111.47,79.32,easy
176,457,119,461.85,111.92,22.913027,52.14585,940,116.39,63.29,165.74,15.82,36.63,65.82,115.18,73.19,easy
177,504,120,499.81,117.49,22.824853,52.746704,1156,146.48,95.73,184.43,12.12,30.5,73.35,128.37,78.72,easy
178,528,110,528.4,109.12,22.95734,53.199321,990,177.04,141.5,231.3,15.9,37.07,90.37,158.14,70.75,moderate
179,557,115,557.49,112.05,22.910988,53.65995,881,220.78,157.72,269.47,16.64,43.49,69.06,120.85,70.61,moderate
180,591,118,590.21,115.38,22.858286,54.177955,1044,204.48,72.69,276.52,30.96,80.69,40.79,71.38,56.13,rough
181,618,110,621.59,108.04,22.974459,54.674652,1213,160.75,-5.47,457.68,52.58,202.93,34.71,60.74,52.58,rough
182,663,119,658.65,118.08,22.815517,55.261336,869,389.32,270.73,490.19,42.2,132.01,44.59,78.03,52.74,rough
183,679,103,683.46,104.69,23.027613,55.654079,734,439.69,284.5,524.51,38.75,112.9,72.06,126.11,50.93,rough
184,721,117,719.2,114.41,22.873672,56.219983,1202,484.38,380.65,556.0,31.84,82.76,78.34,137.09,51.2,rough
185,752,119,752.59,116.55,22.839756,56.748525,977,494.17,397.99,567.28,33.13,82.1,78.94,138.14,51.11,rough
186,781,120,782.14,115.36,22.858633,57.21638,1205,438.58,395.05,520.55,28.5,72.3,89.9,157.33,50.98,rough
187,818,105,819.07,107.63,22.981011,57.801025,957,431.1,328.98,489.45,29.56,72.6,112.22,196.39,51.02,rough
188,853,110,851.4,107.1,22.989362,58.312818,926,432.98,353.38,484.05,20.19,48.09,131.23,229.66,61.48,moderate
189,878,118,877.81,117.45,22.825477,58.730883,820,341.99,258.84,408.36,24.27,62.83,139.47,244.06,54.84,rough
190,902,110,904.6,110.86,22.929851,59.154946,1019,249.16,167.98,372.99,30.24,72.33,162.81,284.91,52.29,rough
191,947,119,942.54,119.01,22.800911,59.755678,1097,232.88,158.59,423.08,36.73,122.45,187.1,327.42,50.63,rough
192,966,105,971.85,107.0,22.99091,60.219558,1067,205.23,155.97,399.79,33.29,127.52,218.14,381.74,50.64,rough
193,1011,119,1006.76,117.42,22.825934,60.77222,1264,304.42,156.02,635.99,53.17,267.09,243.53,426.17,45.02,rough
194,1042,118,1039.7,115.22,22.860888,61.293789,687,193.2,156.07,409.23,22.86,87.26,274.29,480.0,57.33,rough
195,1065,118,1068.47,111.72,22.916289,61.749179,888,249.71,156.33,387.91,25.44,77.46,297.75,521.07,53.04,rough
196,1107,115,1102.94,115.74,22.852557,62.294977,946,347.41,113.04,676.74,46.75,171.74,311.2,544.61,48.09,rough
197,1126,109,1131.02,107.39,22.984859,62.739463,956,257.56,91.46,698.35,56.12,262.89,332.36,581.63,45.49,rough
198,1169,108,1169.05,109.65,22.948989,63.341432,985,585.46,208.64,1186.32,67.69,363.35,347.94,608.89,39.67,severe
199,1208,112,1205.68,113.48,22.88844,63.921445,850,1359.55,647.36,1856.76,72.63,541.34,364.02,637.03,28.01,severe
200,1235,118,1235.58,117.77,22.820476,64.394804,842,1447.64,1027.12,1968.26,76.39,597.74,377.65,660.9,25.41,extreme
201,1259,115,1261.76,113.42,22.88939,64.809255,1030,1509.71,1098.29,1894.82,72.82,445.89,369.76,647.09,30.35,severe
202,1300,110,1297.67,111.39,22.921419,65.377712,1256,1472.67,1180.99,1854.67,67.35,353.28,335.2,586.6,33.88,severe
203,1332,105,1333.9,106.84,22.993477,65.951204,1029,1229.25,950.89,1607.49,67.51,337.31,299.35,523.86,36.13,severe
204,1367,103,1362.88,104.3,23.033705,66.410053,832,1074.86,863.94,1394.58,64.85,341.37,271.18,474.56,37.06,severe
205,1382,117,1383.79,117.94,22.817803,66.741008,796,1200.24,860.94,1521.62,68.34,444.23,257.06,449.86,32.55,severe
206,1419,112,1419.64,108.93,22.960362,67.308556,1111,1086.92,766.17,1600.17,67.05,430.11,220.95,386.67,33.83,severe
207,1457,103,1454.75,106.2,23.003628,67.864479,1148,1451.74,888.79,1822.59,70.97,450.96,188.91,330.59,30.57,severe
208,1489,105,1490.55,110.33,22.93822,68.431201,997,1033.11,732.12,1705.19,70.48,455.42,161.63,282.85,33.31,severe
209,1528,108,1526.42,111.54,22.919075,68.998974,992,993.68,661.17,1475.49,68.65,416.74,136.29,238.5,34.95,severe
210,1555,107,1553.36,108.37,22.969317,69.4255,756,1110.9,735.99,1703.88,72.46,499.2,117.11,204.95,31.23,severe
211,1574,107,1578.32,107.7,22.979918,69.820693,944,1165.12,771.31,1671.83,72.47,502.07,104.84,183.47,30.75,severe
212,1613,114,1613.13,111.91,22.913166,70.371723,1429,1129.38,730.97,1767.68,77.05,655.27,86.22,150.89,25.87,extreme
213,1652,106,1650.21,107.15,22.988544,70.958654,1273,1071.66,416.56,1836.87,77.93,778.53,54.95,96.16,24.34,extreme
214,1686,116,1682.67,116.33,22.843207,71.472548,851,716.17,87.54,1564.68,76.33,726.71,25.04,43.83,30.96,severe
215,1709,119,1706.17,116.75,22.836657,71.84463,495,21.74,-64.16,312.71,47.77,249.14,6.5,11.37,54.1,rough
216,4465,122,4465.22,128.17,22.65585,115.523166,89,-46.24,-180.7,-21.34,49.9,689.35,2.04,3.57,39.35,severe
