cell_id,state_id,state_name,province_id,province_name
53,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
54,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
55,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
56,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
57,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
58,22,Sultanate of Kanchasuyu,25,Lorkaia County
59,22,Sultanate of Kanchasuyu,25,Lorkaia County
60,22,Sultanate of Kanchasuyu,25,Lorkaia County
61,22,Sultanate of Kanchasuyu,25,Lorkaia County
62,22,Sultanate of Kanchasuyu,16,Melia Margrave
63,22,Sultanate of Kanchasuyu,16,Melia Margrave
64,22,Sultanate of Kanchasuyu,16,Melia Margrave
65,22,Sultanate of Kanchasuyu,16,Melia Margrave
66,22,Sultanate of Kanchasuyu,16,Melia Margrave
67,22,Sultanate of Kanchasuyu,16,Melia Margrave
68,22,Sultanate of Kanchasuyu,16,Melia Margrave
69,22,Sultanate of Kanchasuyu,106,Orcan Territory
70,22,Sultanate of Kanchasuyu,106,Orcan Territory
71,28,Emirate of Riagan,82,Dorinsia County
72,28,Emirate of Riagan,123,Bren Territory
73,28,Emirate of Riagan,123,Bren Territory
74,28,Emirate of Riagan,123,Bren Territory
75,28,Emirate of Riagan,123,Bren Territory
76,28,Emirate of Riagan,123,Bren Territory
77,28,Emirate of Riagan,84,Kievan County
78,28,Emirate of Riagan,84,Kievan County
79,28,Emirate of Riagan,84,Kievan County
80,28,Emirate of Riagan,86,Rorinmia County
81,28,Emirate of Riagan,86,Rorinmia County
82,28,Emirate of Riagan,88,Orinlaqta County
83,28,Emirate of Riagan,88,Orinlaqta County
84,28,Emirate of Riagan,88,Orinlaqta County
85,28,Emirate of Riagan,124,Orin Territory
86,28,Emirate of Riagan,124,Orin Territory
87,28,Emirate of Riagan,124,Orin Territory
88,26,Raamkoda,131,Kiiraud Istekoda
89,26,Raamkoda,131,Kiiraud Istekoda
90,26,Raamkoda,131,Kiiraud Istekoda
91,26,Raamkoda,131,Kiiraud Istekoda
92,26,Raamkoda,131,Kiiraud Istekoda
93,26,Raamkoda,131,Kiiraud Istekoda
94,26,Raamkoda,131,Kiiraud Istekoda
95,26,Raamkoda,131,Kiiraud Istekoda
96,26,Raamkoda,131,Kiiraud Istekoda
97,26,Raamkoda,131,Kiiraud Istekoda
98,26,Raamkoda,131,Kiiraud Istekoda
99,23,Xilhuan Altepetl,139,Kiviraud Province
100,23,Xilhuan Altepetl,0,
101,23,Xilhuan Altepetl,0,
102,23,Xilhuan Altepetl,0,
103,23,Xilhuan Altepetl,0,
104,0,Neutrals,0,
105,0,Neutrals,0,
106,0,Neutrals,0,
107,0,Neutrals,0,
108,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
109,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
110,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
111,22,Sultanate of Kanchasuyu,15,Fionkancha County
112,22,Sultanate of Kanchasuyu,15,Fionkancha County
113,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
114,22,Sultanate of Kanchasuyu,25,Lorkaia County
115,22,Sultanate of Kanchasuyu,25,Lorkaia County
116,22,Sultanate of Kanchasuyu,25,Lorkaia County
117,22,Sultanate of Kanchasuyu,16,Melia Margrave
118,22,Sultanate of Kanchasuyu,16,Melia Margrave
119,22,Sultanate of Kanchasuyu,16,Melia Margrave
120,22,Sultanate of Kanchasuyu,16,Melia Margrave
121,22,Sultanate of Kanchasuyu,16,Melia Margrave
122,22,Sultanate of Kanchasuyu,16,Melia Margrave
123,22,Sultanate of Kanchasuyu,16,Melia Margrave
124,22,Sultanate of Kanchasuyu,16,Melia Margrave
125,22,Sultanate of Kanchasuyu,16,Melia Margrave
126,28,Emirate of Riagan,82,Dorinsia County
127,28,Emirate of Riagan,82,Dorinsia County
128,28,Emirate of Riagan,82,Dorinsia County
129,28,Emirate of Riagan,80,Dodanma County
130,28,Emirate of Riagan,80,Dodanma County
131,28,Emirate of Riagan,123,Bren Territory
132,28,Emirate of Riagan,84,Kievan County
133,28,Emirate of Riagan,84,Kievan County
134,28,Emirate of Riagan,84,Kievan County
135,28,Emirate of Riagan,84,Kievan County
136,28,Emirate of Riagan,84,Kievan County
137,28,Emirate of Riagan,84,Kievan County
138,28,Emirate of Riagan,84,Kievan County
139,28,Emirate of Riagan,84,Kievan County
140,28,Emirate of Riagan,84,Kievan County
141,28,Emirate of Riagan,124,Orin Territory
142,28,Emirate of Riagan,124,Orin Territory
143,28,Emirate of Riagan,124,Orin Territory
144,26,Raamkoda,131,Kiiraud Istekoda
145,26,Raamkoda,132,Tammekaar Istekoda
146,26,Raamkoda,132,Tammekaar Istekoda
147,26,Raamkoda,131,Kiiraud Istekoda
148,26,Raamkoda,131,Kiiraud Istekoda
149,26,Raamkoda,131,Kiiraud Istekoda
150,26,Raamkoda,131,Kiiraud Istekoda
151,26,Raamkoda,131,Kiiraud Istekoda
152,26,Raamkoda,131,Kiiraud Istekoda
153,26,Raamkoda,131,Kiiraud Istekoda
154,26,Raamkoda,131,Kiiraud Istekoda
155,23,Xilhuan Altepetl,139,Kiviraud Province
156,23,Xilhuan Altepetl,0,
157,23,Xilhuan Altepetl,0,
158,23,Xilhuan Altepetl,0,
159,0,Neutrals,0,
160,0,Neutrals,0,
161,0,Neutrals,0,
162,0,Neutrals,0,
163,0,Neutrals,0,
164,0,Neutrals,0,
165,0,Neutrals,0,
166,0,Neutrals,0,
167,0,Neutrals,0,
168,0,Neutrals,0,
169,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
170,22,Sultanate of Kanchasuyu,7,Fionlaqtia County
171,22,Sultanate of Kanchasuyu,15,Fionkancha County
172,22,Sultanate of Kanchasuyu,15,Fionkancha County
173,22,Sultanate of Kanchasuyu,15,Fionkancha County
174,22,Sultanate of Kanchasuyu,15,Fionkancha County
175,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
176,22,Sultanate of Kanchasuyu,25,Lorkaia County
177,22,Sultanate of Kanchasuyu,25,Lorkaia County
178,22,Sultanate of Kanchasuyu,16,Melia Margrave
179,22,Sultanate of Kanchasuyu,16,Melia Margrave
180,22,Sultanate of Kanchasuyu,16,Melia Margrave
181,22,Sultanate of Kanchasuyu,16,Melia Margrave
182,22,Sultanate of Kanchasuyu,16,Melia Margrave
183,22,Sultanate of Kanchasuyu,16,Melia Margrave
184,22,Sultanate of Kanchasuyu,16,Melia Margrave
185,22,Sultanate of Kanchasuyu,16,Melia Margrave
186,28,Emirate of Riagan,82,Dorinsia County
187,28,Emirate of Riagan,82,Dorinsia County
188,28,Emirate of Riagan,82,Dorinsia County
189,28,Emirate of Riagan,80,Dodanma County
190,28,Emirate of Riagan,80,Dodanma County
191,28,Emirate of Riagan,80,Dodanma County
192,28,Emirate of Riagan,80,Dodanma County
193,28,Emirate of Riagan,80,Dodanma County
194,28,Emirate of Riagan,84,Kievan County
195,28,Emirate of Riagan,84,Kievan County
196,28,Emirate of Riagan,84,Kievan County
197,28,Emirate of Riagan,84,Kievan County
198,28,Emirate of Riagan,84,Kievan County
199,28,Emirate of Riagan,84,Kievan County
200,28,Emirate of Riagan,84,Kievan County
201,28,Emirate of Riagan,84,Kievan County
202,28,Emirate of Riagan,84,Kievan County
203,28,Emirate of Riagan,124,Orin Territory
204,28,Emirate of Riagan,124,Orin Territory
205,26,Raamkoda,132,Tammekaar Istekoda
206,26,Raamkoda,132,Tammekaar Istekoda
207,26,Raamkoda,132,Tammekaar Istekoda
208,26,Raamkoda,132,Tammekaar Istekoda
209,26,Raamkoda,132,Tammekaar Istekoda
210,26,Raamkoda,131,Kiiraud Istekoda
211,26,Raamkoda,131,Kiiraud Istekoda
212,26,Raamkoda,63,Rammskord Istekoda
213,26,Raamkoda,63,Rammskord Istekoda
214,26,Raamkoda,63,Rammskord Istekoda
215,26,Raamkoda,63,Rammskord Istekoda
216,26,Raamkoda,131,Kiiraud Istekoda
217,26,Raamkoda,131,Kiiraud Istekoda
218,23,Xilhuan Altepetl,0,
219,23,Xilhuan Altepetl,0,
220,23,Xilhuan Altepetl,0,
221,0,Neutrals,0,
222,0,Neutrals,0,
223,0,Neutrals,0,
224,0,Neutrals,0,
225,0,Neutrals,0,
226,0,Neutrals,0,
227,0,Neutrals,0,
228,23,Xilhuan Altepetl,0,
229,0,Neutrals,0,
230,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
231,22,Sultanate of Kanchasuyu,15,Fionkancha County
232,22,Sultanate of Kanchasuyu,15,Fionkancha County
233,22,Sultanate of Kanchasuyu,15,Fionkancha County
234,22,Sultanate of Kanchasuyu,15,Fionkancha County
235,22,Sultanate of Kanchasuyu,15,Fionkancha County
236,22,Sultanate of Kanchasuyu,15,Fionkancha County
237,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
238,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
239,22,Sultanate of Kanchasuyu,16,Melia Margrave
240,22,Sultanate of Kanchasuyu,16,Melia Margrave
241,22,Sultanate of Kanchasuyu,16,Melia Margrave
242,22,Sultanate of Kanchasuyu,16,Melia Margrave
243,22,Sultanate of Kanchasuyu,16,Melia Margrave
244,22,Sultanate of Kanchasuyu,16,Melia Margrave
245,22,Sultanate of Kanchasuyu,16,Melia Margrave
246,22,Sultanate of Kanchasuyu,18,Fioncorin County
247,22,Sultanate of Kanchasuyu,18,Fioncorin County
248,28,Emirate of Riagan,82,Dorinsia County
249,28,Emirate of Riagan,82,Dorinsia County
250,28,Emirate of Riagan,80,Dodanma County
251,28,Emirate of Riagan,80,Dodanma County
252,28,Emirate of Riagan,80,Dodanma County
253,28,Emirate of Riagan,80,Dodanma County
254,28,Emirate of Riagan,80,Dodanma County
255,28,Emirate of Riagan,84,Kievan County
256,28,Emirate of Riagan,84,Kievan County
257,28,Emirate of Riagan,84,Kievan County
258,28,Emirate of Riagan,84,Kievan County
259,28,Emirate of Riagan,84,Kievan County
260,28,Emirate of Riagan,84,Kievan County
261,28,Emirate of Riagan,84,Kievan County
262,28,Emirate of Riagan,84,Kievan County
263,28,Emirate of Riagan,84,Kievan County
264,28,Emirate of Riagan,124,Orin Territory
265,26,Raamkoda,132,Tammekaar Istekoda
266,26,Raamkoda,132,Tammekaar Istekoda
267,26,Raamkoda,132,Tammekaar Istekoda
268,26,Raamkoda,132,Tammekaar Istekoda
269,26,Raamkoda,132,Tammekaar Istekoda
270,26,Raamkoda,63,Rammskord Istekoda
271,26,Raamkoda,63,Rammskord Istekoda
272,26,Raamkoda,63,Rammskord Istekoda
273,26,Raamkoda,63,Rammskord Istekoda
274,26,Raamkoda,63,Rammskord Istekoda
275,26,Raamkoda,63,Rammskord Istekoda
276,26,Raamkoda,63,Rammskord Istekoda
277,26,Raamkoda,118,Vaskmurd Istekoda
278,26,Raamkoda,118,Vaskmurd Istekoda
279,23,Xilhuan Altepetl,38,Mosyan Earldom
280,23,Xilhuan Altepetl,0,
281,23,Xilhuan Altepetl,0,
282,23,Xilhuan Altepetl,0,
283,0,Neutrals,0,
284,0,Neutrals,0,
285,0,Neutrals,0,
286,0,Neutrals,0,
287,0,Neutrals,0,
288,0,Neutrals,0,
289,0,Neutrals,0,
290,0,Neutrals,0,
291,0,Neutrals,0,
292,0,Neutrals,0,
293,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
294,22,Sultanate of Kanchasuyu,15,Fionkancha County
295,22,Sultanate of Kanchasuyu,15,Fionkancha County
296,22,Sultanate of Kanchasuyu,15,Fionkancha County
297,22,Sultanate of Kanchasuyu,15,Fionkancha County
298,22,Sultanate of Kanchasuyu,15,Fionkancha County
299,22,Sultanate of Kanchasuyu,15,Fionkancha County
300,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
301,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
302,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
303,22,Sultanate of Kanchasuyu,16,Melia Margrave
304,22,Sultanate of Kanchasuyu,16,Melia Margrave
305,22,Sultanate of Kanchasuyu,16,Melia Margrave
306,22,Sultanate of Kanchasuyu,16,Melia Margrave
307,22,Sultanate of Kanchasuyu,16,Melia Margrave
308,22,Sultanate of Kanchasuyu,16,Melia Margrave
309,22,Sultanate of Kanchasuyu,16,Melia Margrave
310,22,Sultanate of Kanchasuyu,18,Fioncorin County
311,28,Emirate of Riagan,82,Dorinsia County
312,28,Emirate of Riagan,82,Dorinsia County
313,28,Emirate of Riagan,82,Dorinsia County
314,28,Emirate of Riagan,80,Dodanma County
315,28,Emirate of Riagan,80,Dodanma County
316,28,Emirate of Riagan,80,Dodanma County
317,28,Emirate of Riagan,80,Dodanma County
318,28,Emirate of Riagan,80,Dodanma County
319,28,Emirate of Riagan,84,Kievan County
320,28,Emirate of Riagan,84,Kievan County
321,28,Emirate of Riagan,84,Kievan County
322,28,Emirate of Riagan,84,Kievan County
323,28,Emirate of Riagan,84,Kievan County
324,28,Emirate of Riagan,89,Levelinium County
325,28,Emirate of Riagan,89,Levelinium County
326,28,Emirate of Riagan,92,Melaqtia County
327,26,Raamkoda,132,Tammekaar Istekoda
328,26,Raamkoda,132,Tammekaar Istekoda
329,26,Raamkoda,132,Tammekaar Istekoda
330,26,Raamkoda,132,Tammekaar Istekoda
331,26,Raamkoda,132,Tammekaar Istekoda
332,26,Raamkoda,132,Tammekaar Istekoda
333,26,Raamkoda,132,Tammekaar Istekoda
334,26,Raamkoda,63,Rammskord Istekoda
335,26,Raamkoda,63,Rammskord Istekoda
336,26,Raamkoda,63,Rammskord Istekoda
337,26,Raamkoda,63,Rammskord Istekoda
338,26,Raamkoda,63,Rammskord Istekoda
339,26,Raamkoda,63,Rammskord Istekoda
340,26,Raamkoda,118,Vaskmurd Istekoda
341,26,Raamkoda,118,Vaskmurd Istekoda
342,23,Xilhuan Altepetl,38,Mosyan Earldom
343,23,Xilhuan Altepetl,0,
344,23,Xilhuan Altepetl,0,
345,23,Xilhuan Altepetl,0,
346,0,Neutrals,0,
347,0,Neutrals,0,
348,0,Neutrals,0,
349,0,Neutrals,0,
350,0,Neutrals,0,
351,0,Neutrals,0,
352,0,Neutrals,0,
353,0,Neutrals,0,
354,0,Neutrals,0,
355,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
356,22,Sultanate of Kanchasuyu,15,Fionkancha County
357,22,Sultanate of Kanchasuyu,15,Fionkancha County
358,22,Sultanate of Kanchasuyu,15,Fionkancha County
359,22,Sultanate of Kanchasuyu,15,Fionkancha County
360,22,Sultanate of Kanchasuyu,15,Fionkancha County
361,22,Sultanate of Kanchasuyu,15,Fionkancha County
362,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
363,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
364,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
365,22,Sultanate of Kanchasuyu,16,Melia Margrave
366,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
367,22,Sultanate of Kanchasuyu,16,Melia Margrave
368,22,Sultanate of Kanchasuyu,16,Melia Margrave
369,22,Sultanate of Kanchasuyu,16,Melia Margrave
370,22,Sultanate of Kanchasuyu,16,Melia Margrave
371,22,Sultanate of Kanchasuyu,18,Fioncorin County
372,22,Sultanate of Kanchasuyu,18,Fioncorin County
373,28,Emirate of Riagan,82,Dorinsia County
374,28,Emirate of Riagan,82,Dorinsia County
375,28,Emirate of Riagan,82,Dorinsia County
376,28,Emirate of Riagan,80,Dodanma County
377,28,Emirate of Riagan,80,Dodanma County
378,28,Emirate of Riagan,80,Dodanma County
379,28,Emirate of Riagan,80,Dodanma County
380,28,Emirate of Riagan,90,Nialaqtia County
381,28,Emirate of Riagan,90,Nialaqtia County
382,28,Emirate of Riagan,84,Kievan County
383,28,Emirate of Riagan,84,Kievan County
384,28,Emirate of Riagan,84,Kievan County
385,28,Emirate of Riagan,84,Kievan County
386,28,Emirate of Riagan,84,Kievan County
387,28,Emirate of Riagan,89,Levelinium County
388,28,Emirate of Riagan,92,Melaqtia County
389,28,Emirate of Riagan,92,Melaqtia County
390,26,Raamkoda,132,Tammekaar Istekoda
391,26,Raamkoda,132,Tammekaar Istekoda
392,26,Raamkoda,132,Tammekaar Istekoda
393,26,Raamkoda,132,Tammekaar Istekoda
394,26,Raamkoda,132,Tammekaar Istekoda
395,26,Raamkoda,63,Rammskord Istekoda
396,26,Raamkoda,63,Rammskord Istekoda
397,26,Raamkoda,63,Rammskord Istekoda
398,26,Raamkoda,63,Rammskord Istekoda
399,26,Raamkoda,63,Rammskord Istekoda
400,26,Raamkoda,63,Rammskord Istekoda
401,26,Raamkoda,63,Rammskord Istekoda
402,26,Raamkoda,118,Vaskmurd Istekoda
403,26,Raamkoda,118,Vaskmurd Istekoda
404,26,Raamkoda,118,Vaskmurd Istekoda
405,23,Xilhuan Altepetl,38,Mosyan Earldom
406,23,Xilhuan Altepetl,0,
407,23,Xilhuan Altepetl,0,
408,23,Xilhuan Altepetl,0,
409,0,Neutrals,0,
410,0,Neutrals,0,
411,0,Neutrals,0,
412,0,Neutrals,0,
413,0,Neutrals,0,
414,0,Neutrals,0,
415,0,Neutrals,0,
416,0,Neutrals,0,
417,0,Neutrals,0,
418,0,Neutrals,0,
419,0,Neutrals,0,
420,0,Neutrals,0,
421,0,Neutrals,0,
422,0,Neutrals,0,
423,0,Neutrals,0,
424,0,Neutrals,0,
425,0,Neutrals,0,
426,0,Neutrals,0,
427,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
428,22,Sultanate of Kanchasuyu,15,Fionkancha County
429,22,Sultanate of Kanchasuyu,15,Fionkancha County
430,22,Sultanate of Kanchasuyu,15,Fionkancha County
431,22,Sultanate of Kanchasuyu,15,Fionkancha County
432,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
433,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
434,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
435,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
436,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
437,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
438,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
439,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
440,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
441,22,Sultanate of Kanchasuyu,16,Melia Margrave
442,22,Sultanate of Kanchasuyu,16,Melia Margrave
443,22,Sultanate of Kanchasuyu,18,Fioncorin County
444,22,Sultanate of Kanchasuyu,18,Fioncorin County
445,22,Sultanate of Kanchasuyu,18,Fioncorin County
446,28,Emirate of Riagan,82,Dorinsia County
447,28,Emirate of Riagan,82,Dorinsia County
448,28,Emirate of Riagan,82,Dorinsia County
449,28,Emirate of Riagan,82,Dorinsia County
450,28,Emirate of Riagan,80,Dodanma County
451,28,Emirate of Riagan,90,Nialaqtia County
452,28,Emirate of Riagan,90,Nialaqtia County
453,28,Emirate of Riagan,90,Nialaqtia County
454,28,Emirate of Riagan,84,Kievan County
455,28,Emirate of Riagan,84,Kievan County
456,28,Emirate of Riagan,84,Kievan County
457,28,Emirate of Riagan,91,Nialpania County
458,28,Emirate of Riagan,89,Levelinium County
459,28,Emirate of Riagan,89,Levelinium County
460,28,Emirate of Riagan,89,Levelinium County
461,28,Emirate of Riagan,92,Melaqtia County
462,28,Emirate of Riagan,92,Melaqtia County
463,26,Raamkoda,132,Tammekaar Istekoda
464,26,Raamkoda,132,Tammekaar Istekoda
465,26,Raamkoda,132,Tammekaar Istekoda
466,26,Raamkoda,132,Tammekaar Istekoda
467,26,Raamkoda,63,Rammskord Istekoda
468,26,Raamkoda,63,Rammskord Istekoda
469,26,Raamkoda,63,Rammskord Istekoda
470,26,Raamkoda,63,Rammskord Istekoda
471,26,Raamkoda,63,Rammskord Istekoda
472,26,Raamkoda,63,Rammskord Istekoda
473,26,Raamkoda,118,Vaskmurd Istekoda
474,26,Raamkoda,118,Vaskmurd Istekoda
475,26,Raamkoda,118,Vaskmurd Istekoda
476,26,Raamkoda,118,Vaskmurd Istekoda
477,26,Raamkoda,118,Vaskmurd Istekoda
478,23,Xilhuan Altepetl,38,Mosyan Earldom
479,23,Xilhuan Altepetl,0,
480,23,Xilhuan Altepetl,0,
481,23,Xilhuan Altepetl,38,Mosyan Earldom
482,23,Xilhuan Altepetl,38,Mosyan Earldom
483,23,Xilhuan Altepetl,38,Mosyan Earldom
484,23,Xilhuan Altepetl,38,Mosyan Earldom
485,0,Neutrals,0,
486,0,Neutrals,0,
487,0,Neutrals,0,
488,0,Neutrals,0,
489,0,Neutrals,0,
490,0,Neutrals,0,
491,0,Neutrals,0,
492,0,Neutrals,0,
493,0,Neutrals,0,
494,0,Neutrals,0,
495,0,Neutrals,0,
496,0,Neutrals,0,
497,0,Neutrals,0,
498,23,Xilhuan Altepetl,0,
499,0,Neutrals,0,
500,0,Neutrals,0,
501,0,Neutrals,0,
502,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
503,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
504,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
505,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
506,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
507,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
508,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
509,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
510,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
511,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
512,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
513,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
514,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
515,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
516,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
517,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
518,22,Sultanate of Kanchasuyu,16,Melia Margrave
519,22,Sultanate of Kanchasuyu,16,Melia Margrave
520,22,Sultanate of Kanchasuyu,18,Fioncorin County
521,22,Sultanate of Kanchasuyu,18,Fioncorin County
522,22,Sultanate of Kanchasuyu,18,Fioncorin County
523,22,Sultanate of Kanchasuyu,18,Fioncorin County
524,28,Emirate of Riagan,82,Dorinsia County
525,28,Emirate of Riagan,82,Dorinsia County
526,28,Emirate of Riagan,90,Nialaqtia County
527,28,Emirate of Riagan,90,Nialaqtia County
528,28,Emirate of Riagan,90,Nialaqtia County
529,28,Emirate of Riagan,90,Nialaqtia County
530,28,Emirate of Riagan,90,Nialaqtia County
531,28,Emirate of Riagan,90,Nialaqtia County
532,28,Emirate of Riagan,91,Nialpania County
533,28,Emirate of Riagan,91,Nialpania County
534,28,Emirate of Riagan,89,Levelinium County
535,28,Emirate of Riagan,89,Levelinium County
536,28,Emirate of Riagan,89,Levelinium County
537,28,Emirate of Riagan,89,Levelinium County
538,28,Emirate of Riagan,92,Melaqtia County
539,28,Emirate of Riagan,92,Melaqtia County
540,26,Raamkoda,132,Tammekaar Istekoda
541,26,Raamkoda,132,Tammekaar Istekoda
542,26,Raamkoda,132,Tammekaar Istekoda
543,26,Raamkoda,132,Tammekaar Istekoda
544,26,Raamkoda,63,Rammskord Istekoda
545,26,Raamkoda,63,Rammskord Istekoda
546,26,Raamkoda,63,Rammskord Istekoda
547,26,Raamkoda,63,Rammskord Istekoda
548,26,Raamkoda,63,Rammskord Istekoda
549,26,Raamkoda,118,Vaskmurd Istekoda
550,26,Raamkoda,118,Vaskmurd Istekoda
551,26,Raamkoda,118,Vaskmurd Istekoda
552,26,Raamkoda,118,Vaskmurd Istekoda
553,26,Raamkoda,118,Vaskmurd Istekoda
554,26,Raamkoda,118,Vaskmurd Istekoda
555,23,Xilhuan Altepetl,38,Mosyan Earldom
556,23,Xilhuan Altepetl,0,
557,23,Xilhuan Altepetl,38,Mosyan Earldom
558,23,Xilhuan Altepetl,38,Mosyan Earldom
559,23,Xilhuan Altepetl,38,Mosyan Earldom
560,23,Xilhuan Altepetl,38,Mosyan Earldom
561,23,Xilhuan Altepetl,38,Mosyan Earldom
562,23,Xilhuan Altepetl,38,Mosyan Earldom
563,23,Xilhuan Altepetl,38,Mosyan Earldom
564,23,Xilhuan Altepetl,38,Mosyan Earldom
565,23,Xilhuan Altepetl,38,Mosyan Earldom
566,23,Xilhuan Altepetl,38,Mosyan Earldom
567,23,Xilhuan Altepetl,38,Mosyan Earldom
568,23,Xilhuan Altepetl,38,Mosyan Earldom
569,0,Neutrals,0,
570,0,Neutrals,0,
571,0,Neutrals,0,
572,0,Neutrals,0,
573,0,Neutrals,0,
574,0,Neutrals,0,
575,0,Neutrals,0,
576,0,Neutrals,0,
577,0,Neutrals,0,
578,0,Neutrals,0,
579,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
580,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
581,22,Sultanate of Kanchasuyu,110,Tiernanpun Territory
582,22,Sultanate of Kanchasuyu,8,Tuarkalanco County
